class,khaiii_text
갈취 대화,담배 빌리 학생 같 그냥 가 핍시 학생 담배 나이 벼슬 머리 피 안 마르 머리 피 마르 죽 어른 꼬박꼬박 말대답 말대 주먹 대답 끝 어른 되 받 저리 가
협박 대화,운전 죽 먼저 무리 끼어들 하 웃기 새끼 빨리 내려보 오늘 죽 날 이러 여 그냥 가 내리 빨리 내리 자식 이러 자식 오 늘 죽이 오늘 죽 죽 경찰 신고
기타 괴롭힘 대화,사장 잠깐 오 손 일 보이 머리카락 엇 손 정말 음식 값 안 받 지금 돈 안 받 가 하 해결 있 럼 어떻 하 기분 풀 리 시 보상 하 손 그냥 돈 안 받 끝내 안 안 신고 손 다 확인 나오 머리카락 손
직장 내 괴롭힘 대화,민홍 좀 보 과장 지금 모르 물 과장 그렇 말씀 아 나 끝 지 뒤 안 좋 말 다니 과장 부모 싸잡 욕하 기억 안 나 임원 귀 들어가 하 상황 흥분 소리 지르 막말 과장 탓 탓 이렇 상황 만들 후회 되 회사 발 스스로 나가 회사 도와주 사람 없이 잘 버티
기타 괴롭힘 대화,동생 옷 사 오 옷 구경 형아 옷 고르 줄 옷 너무 이쁘 찰떡이 네 감사 더 돌아보 돌아보 주변 가게 낫 형 믿 가격 너무 비싸 마음 들 가격 고민 여러모로 형아 돈 빌리 고민 형 못 믿 구매 알
협박 대화,아람 초등학교 학년 반 김수진 선생 제발 딸 어제 보 아주 귀엽 어쩌 아빠 잘못 두 죽 생기 정말 잘못 제발 딸 건드리 아주 딸 그렇 사랑 양반 결혼 낳 딸 목숨 제발 살리 딸 그렇 사랑 딸 위하 일 다 하 더 기회 주 내일 내일 딸 사랑 보 감사 감사 내일 어떻 해 다
협박 대화,손 들 지금 손들 쏘 살리 집 다 알 제발 가족 건드리 요 지금 명령 다 죽 무릎 꿇 꿇 제발 살리
협박 대화,세치 기 뒤 얻 대 반말 치 기한 주제 말 많 반말 삿대 손가락 부러뜨리 보다 사람 말 보소 새치기 뒤 가 쇼 패 기 전 사과 전 꼼짝 못 하 사과 칼 들 오 전 뒤 반말 협박 사과 사람아
직장 내 괴롭힘 대화,정 대리 요새 살 부장 얼굴 좋 보이 요번 휴가 가 아직 휴가 남 부장 새끼 말 꼬락 보 울 다 남 새끼 이러 발전 없 부장 휴가 취소 넌 없 올해
직장 내 괴롭힘 대화,부장 휴가 요청 반려 지금 같 어렵 시기 휴가 말 되 연가 쓰 문제 되 정당 회사 망하 정당 소리 나오 같 정말 일 있 힘듭 다 사연 있 버티 하 제발 허락 좀 하 대리 때 휴가 없이 일 상관 회사 다니 싫 끝 대 듣
갈취 대화,학교 가 게임머니 충전 좀 학교 가 게임머니 충전 돈 있 게임 모습 좋 아하잖 돈 하 지 넣 생각
직장 내 괴롭힘 대화,내대신 이번 주 행사 진행 요원 좀 하 지난주 하 알 이번 주 번 더 하 돈 받 좋 이번 주 애랑 약속 있 애 랑 나오 구경 근무 차량 통제 요원 애 랑 구경 때 다 그 렇 요새 직원 아주 그냥 여 리 마음 여리 곤란 같 이제 곤란 하 말 두 알
직장 내 괴롭힘 대화,지금 오후 회의자료 만들 다 하 없 잘 되 그리 딸 근처 오 길 헤매 보 가 데 려오 나이 들 가 후딱 데려오 되 그렇 어렵 일 알
기타 괴롭힘 대화,내일 현장 학습 알 알 대신 도시락 싸 오 엄마 말씀 드리 내일 바쁘 하 사 먹 돈 아깝잖 도시락 내일 도시락 안 싸오 싸오 더 싸오 그렇 힘들 내일 싸 안 싸 되 수 진
갈취 대화,오늘 에어컨 사고 세탁기 사 사은품 안 주 세일 들어가 상품 전시 상품 사은품 안 드리 이미 할인 들어가 제품 있 돈 차이 나 차이 나 커피포트 토스트기 사은품 주 물품 사은 품 개수 정하 드리 못 드리 이해 어머니 이해 못 히 받 기 살 원래 세일 토스트 주 맞 맞 토스트 현재 정가 할인 가격 사시 있 생각 돈 주 그냥 가져가 솔직히 주 있 거짓말 어머니 진짜 사은품 개수 정하 드리 없 내려놓 가져가 절 죄 안 가져가 내 돈 주 살 생각 마 진짜 어머니 오늘 좋 시간 보내 행복 아가씨 많이 사 사은품 주 하 훔치 어머니 사은품 하 이리 가져오 가지 나가 절도죄 신고
직장 내 괴롭힘 대화,빨리빨리 처리 안 하 김 대리 잘리 빨리 시정 새끼 꼭 거칠 말 일 하 빨리 수정 집안 사람 생각 안 하 굶 야 군대 가 오 사람 빨리빨리 하 수정
기타 괴롭힘 대화,찐따 오늘 나오 내버리 제발 찐따 오늘 기분 안 좋 그렇 부르 마 미치 찐따 찐 미치 말 어쭈 말 하 울 제발 서로 모르 싫 내일 보 모레 보 지겹 이제 제발 사라지
협박 대화,보이 먹이 친구 되 그러 이유 알리 되 되 친구 먹 죽이 제 발요 하 되 박스 보이 박스 말 장소 옮기 줄 알 말 듣 옮기 어쩌 없 친구 마지막 인사 하 하 가지 되 말 잘 듣 좋 대신 친구 안 건드리 약속 제발 지키
기타 괴롭힘 대화,호두 깡 또 시작 왜 저 렇 자랑 상관 없 드립 치 선 넘 생각 안 해 봄 그냥 보 없 꺼지 되 괜히 불란 조장 십선비 나 나라 안 이 래 그러 경각심 없 도와주 하 다 같이 재밌 즐기 되 현실 그러 호두 깡 신상 터 개 많이 나 오 찾 아 케 지 님 호두 깡 셀카 공개 빻 깡이
직장 내 괴롭힘 대화,부장 창고 열쇠 좀 주 왜 사무실 복사지 뚝 떨어지 흠 그러 저번달 창고 물건 없 같 그렇잖 이렇 자주 열쇠 주 그때그때 필요 물건 채우 전혀 이렇 발끈 가볍 던지 말 오 버 보 진 짜 수상 정말 길동 진짜 꽉 막히 이렇 때 그냥 융통 있 웃 말 되 괜히 더 무안 가 정말
직장 내 괴롭힘 대화,오늘 자료 찾아주 자료 자료 말씀 아까 말씀 자료 다 드리 내일 기획안 쓰 자료 부실 찾아 좋 선배 기획 안 업무 일 같 소리 이제 퇴근 시간 다가오 자료 찾 이틀 연속 야근 어쩌 선배 하 하 참 참 말씀 드리 저번 계속 업무 개인 시 키 시 하 해 신입 때 선배 개인 일 도맡 회사 생활 아주 불편 보
협박 대화,남자 친구 헤어지 이미 헤어지 남자 친구 이제 남자 친구 못 헤어지 헤어지 생각 없 연락 말 주 영문학 맞 남 남자 친구 뺏 파렴치한 소문 나 상관없 네 헤어지 만나 소문 퍼뜨리 범죄 모르 헤어지 만나 사귀 연락 안 하 만나 없 보 있 없 고통 받 음 고통 받 학교 앞 카페 아르바이트 보 되 찾아오 범죄 신고 신고 헤어지 만나 하 대체 왜 이러
직장 내 괴롭힘 대화,민서 씨 왜 이렇 늦 오 장소 전달 잘못 받 소리 직원 공지 말 어머 부장 민서 씨 말 민서 제대로 못 들 분명 아까 민서 그만 좀 하 왜 이렇 남 핑계 대 그러 부장 진짜 제대로 말 아까 민 서 끝 그렇 사람 음침 하민 그렇 하 민 너무 마음 상해 하 민 믿 이쁘 하민 그 렇 흑 부장 믿 감사 속 너무 상하 민서 사과 미안 하민
직장 내 괴롭힘 대화,치마 너무 짧 무릎 길 앉 무릎 훤히 다 보이 눈썹 너무 진하 눈썹 원래 원래 눈썹 뽑 자르 하 정상 적 맞추 직장 혼자 너무 튀 눈썹 정상 정상 직원 눈썹 다 과 하 수 군 거리 업무 관련 없 너무 하
갈취 대화,지나가 저 키 그 왜 왜 왜 처 맞 전 가지 내놓 책 없 주머니 뒤지 주머니 없 왜 이러 먹고살 힘들 서 그러 새끼 나오 멀쩡히 들어가 힘들 알
갈취 대화,패딩 입 되 춥 입 발나 춥 어쩌 미안 사과 패딩 내놓 미안 진짜 안 뺏 도둑년 만드 잠깐 빌리 씨발 돌려주 되 냐 돌려 있 내일 주 되 시발 나 집 가 알 하 벗기 전 벗
기타 괴롭힘 대화,으 냄새 지 갑자기 왜 그러 냄새 나 그러 저리 떨어지 그냥 지나가 길 꺼 지 냄 새나 그냥 지나가 있 코 썩 그러 냄 새나 다 소문 내 그러 이유 사람 코 썩 구토 나오
갈취 대화,돈 있 없 다 저금 거짓말 마 진짜 책 사이 끼우 다 보 소리 상금 쓰 돈 쓰 가지 놓 안 못 믿 꼭 갚 꼭 갚 되
기타 괴롭힘 대화,미안 실수 치 쏘리 음 그 러 마 다음 그루 쥐 안 그럴 찐따 미안 방금 실수 치 이제 이제 그만 훼 웃기 하 재호 하 싫 미안 이번 진짜 실수 치 쏘리 쏘리 형 우 진짜 웃기 그러 다 제발 그냥 샌드백 자식아
기타 괴롭힘 대화,하 그냥 공부 쉬 시간 컴퓨터 게임 형 오 인사 안 하 썩 오 되 형 하 컴퓨터 꺼 새끼 반말 하 솔직히 형 아빠 인사 하 하 새끼 형 대들 보 형 먼저 잘못 새끼 정 불만 형 공부 잘 그러 동등 대우 하 아버지 새끼 절 따라오 있 지나가 개 웃
직장 내 괴롭힘 대화,대리 제출 보고 작성 아직 업무 못 상사 시키 일 중요 하 원래 업무 부장 미루 잖 상사 하 다 하 업무 많 때 다 그렇 못 하 얼른 해 마치 미팅 잡
갈취 대화,아르바이트 비 나오 달 야간 근무 안 하 적 어쩌 플스 사 되 보내 저번달 휴대폰 소액 결제 너무 많이 하 이번 달 갚 하 지금 돈 너무 많이 쓰 꼭 필요 쓰 잖 안 러 돈 나가 많 알바 더 하 되 빨리 돈 보내 알
협박 대화,알 지금 없애 있 하 안 하 가족 없애 있 도대체 시끄럽 지금 컴퓨터 켜 하 하 지금 켜 켜 순간 사람 존재 알리 되 알 네 알
직장 내 괴롭힘 대화,나가 커피 사 지금 하 일 밀리 없 바쁘 조용히 하 빨리 사 오 마감 시간 다 되 끝내 빨리 이렇 말 많 장난 같 보이 지금 사 오 부탁 커피 사 오 커피 못 지금 빨 가 올 빠 움 직이 말 느리 터지 가 진 짜
직장 내 괴롭힘 대화,박 사원 마무리 점심 지금 박사 원 마무리 안 전체 점심 못 하 이유 있 다녀오 하 안 되 사회생활 안 하 티 내 지금 박사원 일 안 끝나 전체 마무리 안 생각 안 들 빨리 끝내 일머리 없 노력 하 빼 질거리 식사 다녀오 어찌 인원 더 늘 일 배 더 느리 같 쯧 다 밥 먹 가 오늘 점심 살
협박 대화,새끼 돈 가지 오 보 다음 주 가지 올 되 새끼 다 뒤지 어서 못 살리 지금 짼 지 알 되 간 이 신장 내놓 도장 찍 살리 쥐 제발 칼 가져오 장기 좀 빼내 있
협박 대화,간도 크 튀 미주 엄마 주일 더 쓰 하 사정 알 잖 새끼 돈 들 나르 진정 좀 풀 사정 알 알 좋 좋 가 계시 어렵 데려오 아 악 미주 엄마 잘못 괜찮 괜찮 눈 없 대수 꼭 내일 구하 오 제발 살리 눈 없 죽 뭘 유난 눈 돈 받 낫잖 하 진짜 원하 모르 진짜 원하 돈 눈 원하 남편 꼭 닮 눈빛 눈
기타 괴롭힘 대화,아가씨 아가씨 커피 벌레 들어가 벌레 손 벌레 원두 껍질 같 지금 늙 눈 틀리 음료 바꾸 싫 아주 구라 치 바꾸 음료 바꾸 고객 진정 하 진정 못 늙 차별 하 이잉 빨리 음료 새로 내오 하 아이스커피 뜨겁 잔 내오 잠시
갈취 대화,은행 다 보 수표 같 빼 다 보 그렇 수표 제발 보 안 뺏 오늘 밤 굶 안 어머님 치료비 필요 굶 싫 알 안 생각 하 병들 아무것 못 할머니 살리 젊 살리
기타 괴롭힘 대화,공부 좋 저리 가 공부 잘 집 지 까 오 책 까 가만히 두 제발 가만히 두 그냥 깔 이러 놀 씨발
갈취 대화,안녕 오랜만 그치 기억 나 중학교 때 맞 맞 전화 다 사실 사기 당하 부탁 친구 없 생각나 정말 미안 돈 빌리 있 적 돈 미안 정말 급하 꼭꼭 값 정말 미안
갈취 대화,가지 다 내놓 미치 안내 죽이 현금 휴대폰 내려놓 뒤지 싫 좋 말 가지 다 내놓 살리 카드랑 금통이 행동 똑바로 하 목 따 진짜 살리 다 드리
직장 내 괴롭힘 대화,보미 이번 주말 시간 있 젓 일 보 패션 센스 없 쇼핑 좀 하 있 이번 주말 바쁘 같 보미 남자 친구 없 주말 약속 있 약속 있 이번 출장 가 정장 없 승진 싫 상사 쇼핑 승진 관계 보 미 사회 생활 안 하 말 이해 못 상사 아무리 생각 너무 무례 부탁 같
갈취 대화,차비 없 돈 얼마 있 오늘 학원 끝나 저녁 사 먹 돈 밥 문제 돈 없 집 못 가 사정 사 회 돕 살 좋 돈 없 저녁 못 먹 집 가 먹 되 갑갑 맞 그냥 주 래
갈취 대화,돈 있 멈추 얼른 수작 부리 내놓 좋 진 짜 없 맞 러 순순히 줄 래 정말 깡패 알 유도 단 인 마 억 놓 주 있 돈 다 털 형 돈 없 쓰레기 있
기타 괴롭힘 대화,애 들 내일 생일 파티 놀 오 근데 비밀 엄마 없 싫 알 내일 엄마 피자 만들 대 맛있 스티커북 챙기 갈 애 데리 오 그러 민지 다 정이 말 데리 갈 응 응 내일 놀 가 갈래 별거 모르 되 눈치 없 끼
갈취 대화,지 혜야 틴트 이쁘 아빠 선물 사 발색 진 짜 이쁘 바르 보 되 미안 화장품 쓰 별로 안 좋아하 지금 더럽 어이없 달 발 내놓 색 진짜 이쁘 지 혜 빌리 진짜 안 저번 틴트 빌리 아직 안 돌리 화나 돌리 처맞 미안 꼭 돌리 주
기타 괴롭힘 대화,시발 공부 하 되 하 되 같 니새끼 낫 미치 하 중위 개 대 네 중위 못 병신 말 하 말 꼬락 맞 교육 못 받 친구 이렇 말 되 뒤 지 끝나 옥상 와 신아
협박 대화,사주 안 사 죽 이러 마 돈 없 하 있 없 제발 이러 마 진짜 죽 꼴 보 말 하 거짓말 같 죽 죽이 다 태우 정신 차 이렇 죽 싫 돈 벌어오 사 알 노력
기타 괴롭힘 대화,단팥 빵 안 오 단팥 빵 안 보내드리 안 보내 드리 곰보 빵 시키 오 잠 시 주문 확인 주문번호 되 확인 고객 맞 보내 배달 과정 오류 있 보 그렇 배달 과정 오류 있 일 밖 못 제발 교육 똑바로 받 수준 떨어지
직장 내 괴롭힘 대화,오늘 몸 안 좋 조퇴 조퇴 하 회사 나오 몸 갑자기 아프 어제 안 좋 어제 하 몸 안 좋 집 가 자 믿 술 퍼먹 아프 구라 어찌 알 술 안 마시 알 내 모르 구라 치 조퇴 가 술 퍼 마 아 노 정 하 테 도대체 그러 어쩌 웃기 아 네
협박 대화,제대로 대답 못 때 동생 손가락 풀 꾸 발가락 날아가 동생 죄 없 없 같 핏줄 두 죄 있 말 쉽 믿 없 손가락 건드리 제발 그러 진작 불 그러
직장 내 괴롭힘 대화,김 대 리 부장 오늘 하 하 서류 정리 다 끝내 아직 마무리 다 안 지금 시간 신데 아직 다 일 처리 하 곧 있 퇴근 시간 어쩌 야근 마무리 오 늘 야근 책상 위 보이 서류 들 가 정리 내일 다시 주 부장 아무래도 하 벅 차 같 벅차 회사일 그렇 힘들 쉬 평생 쉬 내일 그냥 나오 내일 다 하 드리
갈취 대화,정성 다 하 모시 사랑 고객 돕 시발 회사 사 물건 말 되 사자 부서지 그러 고객 도 와드리 되 환불 원하 지금 장난 방법 찾아오 물어보 돈 받 일 윗 사람 불 오 잘리 아주 고 객 환 불 절차 도 구매 카드 번호 알리 환불 문제 받 정신 피해 보상 피해 보 알 아 고객
갈취 대화,꽤 알 있 말 한채아 사진 기자 뿌리 되 말 안 되 내놓 이러 안 되 원하 보내 못 보내 뿌리 잠시 줄 주 되
기타 괴롭힘 대화,생기 기분 살 진 짜 꼭 나중 성형 알 조언 고맙 조언 진 짜 못생기 얼굴 치우 다행 요즘 마스크 쓰 다니 좋 개인 마스크 살리 진 짜 푸 하 얼굴 존 나 크 크 마스크 사 더 비싸 인정 더 비싸 후 모자 꼭 쓰 다니 바라
직장 내 괴롭힘 대화,김 대리 요즘 회사 벨트 안 하 맞 박 팀장 벨트 하 보이 팀장 요즘 살 찌 지금 말대 꾸 겁 빼 되 아무리 복장 자유 최소한 입 김 대리 요즘 옷 일 정신 차 리 즘 정신 어뜨 후임 보 부끄럽
협박 대화,꼬마 먹물 먹 등신 다 편인 같 말 죽이 말 듣 사람 죽이 사람 범인 말 죽 그 러 죽이 하 말 듣 사람 죽이 하 출소 죽 잘 숨어보 찾 다시 찌르
갈취 대화,서보 그러 가 사 되 안 사 안 집 가 돈 안 주 물건 망치 선생 제 발요 안 그 렇 만지 다 보 제발 안 살 빨리 돈 내 알
직장 내 괴롭힘 대화,어머머 강대리 보 요즘 부쩍 이쁘 지네 만나 사람 있 안 그러 요즘 소문 돌 양다 리 크 양다리 회사 내부 일 그렇 없 가 일 하 시조 어머 강대리 다 들리 작 말 하 다 들리 없 똑바로 아세 에 때 굴뚝 연기 나 막말 그러 말 상관 어머 얘 돌 당연히 상 관 있 급떨 어 양다 리 증거 있 증거 없 증거 증거 없 그냥 싫
기타 괴롭힘 대화,오빠 임신 같 갑자기 소리 이번 달 생리 없 어쩌 오빠 지난번 실수 같 애 알 몸 굴리 다니 말 그렇 당연히 오빠 애지 말 못 믿 책임 안 지 알 지우 오빠 책임지 이러 말 저리 꺼지
협박 대화,동생 팬 김뽀뽀냐 동생 때리 김 뽀 때리지 장난 치 죽 더 나대 대가리 다 뜯 알 형 동생 막 나가 똑 밤길 조심 밤 돌아다니 헬멧 쓰 다니 대가리 박살 나 싫 말 그렇 살벌 하 더 맞 되 름 더 들리 쥐 새 모르 죽이 행동 조심 알 녹음 경찰서 뵈
협박 대화,아까 계속 연락 오 아무것 아무것 핸드폰 내놓 보 핸드폰 지금 의심 행동 하 빨리 주 보 싫 바 람피 새끼 다 죽이 감방 간 데려오 새끼 오해
